;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/17/2017 4:46:55 PM
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_USB_genHID.c,3492 :: 		
0x034E	0x6BB3      	CLRF        __Lib_USB_genHID_RemoteWakeup, 1
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler138:
;__Lib_USB_genHID.c,3493 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136:
;__Lib_USB_genHID.c,3496 :: 		
0x0350	0x0104      	MOVLB       4
0x0352	0x5122      	MOVF        1058, 0, 1
0x0354	0x0A00      	XORLW       0
0x0356	0xA4D8      	BTFSS       STATUS, 2 
0x0358	0xD08D      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
0x035A	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x035E	0x0E1F      	MOVLW       31
0x0360	0x1601      	ANDWF       R1, 1 
0x0362	0x5001      	MOVF        R1, 0 
0x0364	0x0A02      	XORLW       2
0x0366	0xA4D8      	BTFSS       STATUS, 2 
0x0368	0xD085      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
;__Lib_USB_genHID.c,3497 :: 		
0x036A	0xF001C424  	MOVFF       1060, R1
0x036E	0x0E0F      	MOVLW       15
0x0370	0x1601      	ANDWF       R1, 1 
0x0372	0x5001      	MOVF        R1, 0 
0x0374	0x0A00      	XORLW       0
0x0376	0xB4D8      	BTFSC       STATUS, 2 
0x0378	0xD07D      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler273:
;__Lib_USB_genHID.c,3498 :: 		
0x037A	0x0101      	MOVLB       1
0x037C	0x8F03      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3501 :: 		
0x037E	0x0104      	MOVLB       4
0x0380	0xBF24      	BTFSC       1060, 7, 1
0x0382	0xD016      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler142
;__Lib_USB_genHID.c,3502 :: 		
0x0384	0xF003C424  	MOVFF       1060, R3
0x0388	0x0E0F      	MOVLW       15
0x038A	0x1603      	ANDWF       R3, 1 
0x038C	0xF000C003  	MOVFF       R3, R0
0x0390	0x0E00      	MOVLW       0
0x0392	0x6E01      	MOVWF       R1 
0x0394	0x3600      	RLCF        R0, 1 
0x0396	0x9000      	BCF         R0, 0 
0x0398	0x3601      	RLCF        R1, 1 
0x039A	0x0E22      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x039C	0x2400      	ADDWF       R0, 0 
0x039E	0x6EE9      	MOVWF       FSR0L 
0x03A0	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x03A2	0x2001      	ADDWFC      R1, 0 
0x03A4	0x6EEA      	MOVWF       FSR0H 
0x03A6	0xF004CFEE  	MOVFF       POSTINC0, R4
0x03AA	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3503 :: 		
0x03AE	0xD015      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler143
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler142:
;__Lib_USB_genHID.c,3504 :: 		
0x03B0	0xF003C424  	MOVFF       1060, R3
0x03B4	0x0E0F      	MOVLW       15
0x03B6	0x1603      	ANDWF       R3, 1 
0x03B8	0xF000C003  	MOVFF       R3, R0
0x03BC	0x0E00      	MOVLW       0
0x03BE	0x6E01      	MOVWF       R1 
0x03C0	0x3600      	RLCF        R0, 1 
0x03C2	0x9000      	BCF         R0, 0 
0x03C4	0x3601      	RLCF        R1, 1 
0x03C6	0x0E29      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x03C8	0x2400      	ADDWF       R0, 0 
0x03CA	0x6EE9      	MOVWF       FSR0L 
0x03CC	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x03CE	0x2001      	ADDWFC      R1, 0 
0x03D0	0x6EEA      	MOVWF       FSR0H 
0x03D2	0xF004CFEE  	MOVFF       POSTINC0, R4
0x03D6	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3505 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler143:
;__Lib_USB_genHID.c,3508 :: 		
0x03DA	0x5121      	MOVF        1057, 0, 1
0x03DC	0x0A03      	XORLW       3
0x03DE	0xE107      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler144
;__Lib_USB_genHID.c,3510 :: 		
0x03E0	0xFFE1C004  	MOVFF       R4, FSR1L
0x03E4	0xFFE2C005  	MOVFF       R5, FSR1H
0x03E8	0x0E84      	MOVLW       132
0x03EA	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3511 :: 		
0x03EC	0xD043      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler145
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler144:
;__Lib_USB_genHID.c,3516 :: 		
0x03EE	0xF000C424  	MOVFF       1060, R0
0x03F2	0x0E0F      	MOVLW       15
0x03F4	0x1600      	ANDWF       R0, 1 
0x03F6	0x0E70      	MOVLW       UEP0
0x03F8	0x6E02      	MOVWF       R2 
0x03FA	0x0E0F      	MOVLW       hi_addr(UEP0)
0x03FC	0x6E03      	MOVWF       R3 
0x03FE	0x5000      	MOVF        R0, 0 
0x0400	0x2602      	ADDWF       R2, 1 
0x0402	0xB0D8      	BTFSC       STATUS, 0 
0x0404	0x2A03      	INCF        R3, 1 
;__Lib_USB_genHID.c,3520 :: 		
0x0406	0xFFE9C002  	MOVFF       R2, FSR0L
0x040A	0xFFEAC003  	MOVFF       R3, FSR0H
0x040E	0x0EFE      	MOVLW       254
0x0410	0x14EE      	ANDWF       POSTINC0, 0 
0x0412	0x6E00      	MOVWF       R0 
0x0414	0xF001CFEE  	MOVFF       POSTINC0, R1
0x0418	0x0EFF      	MOVLW       255
0x041A	0x1601      	ANDWF       R1, 1 
0x041C	0xFFE1C002  	MOVFF       R2, FSR1L
0x0420	0xFFE2C003  	MOVFF       R3, FSR1H
0x0424	0xFFE6C000  	MOVFF       R0, POSTINC1
0x0428	0xFFE6C001  	MOVFF       R1, POSTINC1
;__Lib_USB_genHID.c,3522 :: 		
0x042C	0xAF24      	BTFSS       1060, 7, 1
0x042E	0xD011      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler146
;__Lib_USB_genHID.c,3528 :: 		
0x0430	0xFFE1C004  	MOVFF       R4, FSR1L
0x0434	0xFFE2C005  	MOVFF       R5, FSR1H
0x0438	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3530 :: 		
0x043A	0x0E04      	MOVLW       4
0x043C	0x1804      	XORWF       R4, 0 
0x043E	0x6E00      	MOVWF       R0 
0x0440	0xF004C000  	MOVFF       R0, R4
;__Lib_USB_genHID.c,3531 :: 		
0x0444	0xFFE1C004  	MOVFF       R4, FSR1L
0x0448	0xFFE2C005  	MOVFF       R5, FSR1H
0x044C	0x0E40      	MOVLW       64
0x044E	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3535 :: 		
0x0450	0xD011      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler147
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler146:
;__Lib_USB_genHID.c,3543 :: 		
0x0452	0xFFE1C004  	MOVFF       R4, FSR1L
0x0456	0xFFE2C005  	MOVFF       R5, FSR1H
0x045A	0x0E88      	MOVLW       136
0x045C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3545 :: 		
0x045E	0x0E04      	MOVLW       4
0x0460	0x1804      	XORWF       R4, 0 
0x0462	0x6E00      	MOVWF       R0 
0x0464	0xF004C000  	MOVFF       R0, R4
;__Lib_USB_genHID.c,3546 :: 		
0x0468	0xFFE1C004  	MOVFF       R4, FSR1L
0x046C	0xFFE2C005  	MOVFF       R5, FSR1H
0x0470	0x0EC8      	MOVLW       200
0x0472	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3551 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler147:
;__Lib_USB_genHID.c,3552 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler145:
;__Lib_USB_genHID.c,3554 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141:
;__Lib_USB_genHID.c,3555 :: 		
L_end_USB_Std_Feature_Req_Handler:
0x0474	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Std_Feature_Req_Handler
__Lib_USB_genHID_USB_Check_HID_Request:
;__Lib_USB_genHID.c,4362 :: 		
;__Lib_USB_genHID.c,4363 :: 		
0x0476	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x047A	0x0E1F      	MOVLW       31
0x047C	0x1601      	ANDWF       R1, 1 
0x047E	0x5001      	MOVF        R1, 0 
0x0480	0x0A01      	XORLW       1
0x0482	0xE001      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request210
0x0484	0xD096      	BRA         L_end_USB_Check_HID_Request
L___Lib_USB_genHID_USB_Check_HID_Request210:
;__Lib_USB_genHID.c,4364 :: 		
0x0486	0x0104      	MOVLB       4
0x0488	0x5124      	MOVF        1060, 0, 1
0x048A	0x0A00      	XORLW       0
0x048C	0xE001      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request211
0x048E	0xD091      	BRA         L_end_USB_Check_HID_Request
L___Lib_USB_genHID_USB_Check_HID_Request211:
;__Lib_USB_genHID.c,4371 :: 		
0x0490	0x5121      	MOVF        1057, 0, 1
0x0492	0x0A06      	XORLW       6
0x0494	0xE144      	BNZ         L___Lib_USB_genHID_USB_Check_HID_Request212
;__Lib_USB_genHID.c,4372 :: 		
0x0496	0xD039      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request213
;__Lib_USB_genHID.c,4373 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request215:
;__Lib_USB_genHID.c,4374 :: 		
0x0498	0x0100      	MOVLB       0
0x049A	0x51FF      	MOVF        __Lib_USB_genHID_USBActiveConfiguration, 0, 1
0x049C	0x0A01      	XORLW       1
0x049E	0xE118      	BNZ         L___Lib_USB_genHID_USB_Check_HID_Request216
;__Lib_USB_genHID.c,4375 :: 		
0x04A0	0x0EEA      	MOVLW       _configDescriptor1
0x04A2	0x6E00      	MOVWF       R0 
0x04A4	0x0E19      	MOVLW       hi_addr(_configDescriptor1)
0x04A6	0x6E01      	MOVWF       R1 
0x04A8	0x0E00      	MOVLW       higher_addr(_configDescriptor1)
0x04AA	0x6E02      	MOVWF       R2 
0x04AC	0x0E12      	MOVLW       18
0x04AE	0x2600      	ADDWF       R0, 1 
0x04B0	0x0E00      	MOVLW       0
0x04B2	0x2201      	ADDWFC      R1, 1 
0x04B4	0x2202      	ADDWFC      R2, 1 
0x04B6	0xF100C000  	MOVFF       R0, __Lib_USB_genHID_inPipes
0x04BA	0xF101C001  	MOVFF       R1, __Lib_USB_genHID_inPipes+1
0x04BE	0xF102C002  	MOVFF       R2, __Lib_USB_genHID_inPipes+2
0x04C2	0x0E09      	MOVLW       9
0x04C4	0x0101      	MOVLB       1
0x04C6	0x6F04      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
0x04C8	0x0E00      	MOVLW       0
0x04CA	0x6F05      	MOVWF       __Lib_USB_genHID_inPipes+5, 1
0x04CC	0x0EC0      	MOVLW       192
0x04CE	0x6F03      	MOVWF       __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,4380 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request216:
;__Lib_USB_genHID.c,4381 :: 		
0x04D0	0xD026      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request214
;__Lib_USB_genHID.c,4382 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request217:
;__Lib_USB_genHID.c,4383 :: 		
0x04D2	0x0100      	MOVLB       0
0x04D4	0x51FF      	MOVF        __Lib_USB_genHID_USBActiveConfiguration, 0, 1
0x04D6	0x0A01      	XORLW       1
0x04D8	0xE113      	BNZ         L___Lib_USB_genHID_USB_Check_HID_Request218
;__Lib_USB_genHID.c,4384 :: 		
0x04DA	0x0E35      	MOVLW       _hid_rpt_desc
0x04DC	0x6E00      	MOVWF       R0 
0x04DE	0x0E1A      	MOVLW       hi_addr(_hid_rpt_desc)
0x04E0	0x6E01      	MOVWF       R1 
0x04E2	0x0E00      	MOVLW       higher_addr(_hid_rpt_desc)
0x04E4	0x6E02      	MOVWF       R2 
0x04E6	0xF100C000  	MOVFF       R0, __Lib_USB_genHID_inPipes
0x04EA	0xF101C001  	MOVFF       R1, __Lib_USB_genHID_inPipes+1
0x04EE	0xF102C002  	MOVFF       R2, __Lib_USB_genHID_inPipes+2
0x04F2	0x0E21      	MOVLW       33
0x04F4	0x0101      	MOVLB       1
0x04F6	0x6F04      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
0x04F8	0x0E00      	MOVLW       0
0x04FA	0x6F05      	MOVWF       __Lib_USB_genHID_inPipes+5, 1
0x04FC	0x0EC0      	MOVLW       192
0x04FE	0x6F03      	MOVWF       __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,4389 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request218:
;__Lib_USB_genHID.c,4390 :: 		
0x0500	0xD00E      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request214
;__Lib_USB_genHID.c,4391 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request219:
0x0502	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,4392 :: 		
0x0504	0x0E80      	MOVLW       128
0x0506	0x6F03      	MOVWF       __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,4393 :: 		
0x0508	0xD00A      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request214
;__Lib_USB_genHID.c,4394 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request213:
0x050A	0x0104      	MOVLB       4
0x050C	0x5123      	MOVF        1059, 0, 1
0x050E	0x0A21      	XORLW       33
0x0510	0xE0C3      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request215
0x0512	0x5123      	MOVF        1059, 0, 1
0x0514	0x0A22      	XORLW       34
0x0516	0xE0DD      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request217
0x0518	0x5123      	MOVF        1059, 0, 1
0x051A	0x0A23      	XORLW       35
0x051C	0xE0F2      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request219
L___Lib_USB_genHID_USB_Check_HID_Request214:
;__Lib_USB_genHID.c,4395 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request212:
;__Lib_USB_genHID.c,4397 :: 		
0x051E	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0522	0x0E60      	MOVLW       96
0x0524	0x1601      	ANDWF       R1, 1 
0x0526	0x0E05      	MOVLW       5
0x0528	0x6E00      	MOVWF       R0 
0x052A	0x5000      	MOVF        R0, 0 
L___Lib_USB_genHID_USB_Check_HID_Request325:
0x052C	0xE004      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request326
0x052E	0x3201      	RRCF        R1, 1 
0x0530	0x9E01      	BCF         R1, 7 
0x0532	0x0FFF      	ADDLW       255
0x0534	0xD7FB      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request325
L___Lib_USB_genHID_USB_Check_HID_Request326:
0x0536	0x5001      	MOVF        R1, 0 
0x0538	0x0A01      	XORLW       1
0x053A	0xE001      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request220
;__Lib_USB_genHID.c,4398 :: 		
0x053C	0xD03A      	BRA         L_end_USB_Check_HID_Request
;__Lib_USB_genHID.c,4399 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request220:
;__Lib_USB_genHID.c,4401 :: 		
0x053E	0xD026      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request221
;__Lib_USB_genHID.c,4402 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request223:
;__Lib_USB_genHID.c,4406 :: 		
0x0540	0xD038      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request222
;__Lib_USB_genHID.c,4407 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request224:
;__Lib_USB_genHID.c,4411 :: 		
0x0542	0xD037      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request222
;__Lib_USB_genHID.c,4412 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request225:
;__Lib_USB_genHID.c,4413 :: 		
0x0544	0x0EB4      	MOVLW       __Lib_USB_genHID_idle_rate
0x0546	0x0101      	MOVLB       1
0x0548	0x6F00      	MOVWF       __Lib_USB_genHID_inPipes, 1
0x054A	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_idle_rate)
0x054C	0x6F01      	MOVWF       __Lib_USB_genHID_inPipes+1, 1
0x054E	0x0E01      	MOVLW       1
0x0550	0x6F04      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
0x0552	0x0E00      	MOVLW       0
0x0554	0x6F05      	MOVWF       __Lib_USB_genHID_inPipes+5, 1
0x0556	0x0EC1      	MOVLW       193
0x0558	0x6F03      	MOVWF       __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,4417 :: 		
0x055A	0xD02B      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request222
;__Lib_USB_genHID.c,4418 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request226:
0x055C	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,4419 :: 		
0x055E	0x0E80      	MOVLW       128
0x0560	0x6F03      	MOVWF       __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,4420 :: 		
0x0562	0xF0B4C423  	MOVFF       1059, __Lib_USB_genHID_idle_rate
;__Lib_USB_genHID.c,4421 :: 		
0x0566	0xD025      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request222
;__Lib_USB_genHID.c,4422 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request227:
0x0568	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,4423 :: 		
0x056A	0x0EB1      	MOVLW       __Lib_USB_genHID_active_protocol
0x056C	0x6F00      	MOVWF       __Lib_USB_genHID_inPipes, 1
0x056E	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_active_protocol)
0x0570	0x6F01      	MOVWF       __Lib_USB_genHID_inPipes+1, 1
0x0572	0x0E01      	MOVLW       1
0x0574	0x6F04      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
0x0576	0x0E00      	MOVLW       0
0x0578	0x6F05      	MOVWF       __Lib_USB_genHID_inPipes+5, 1
0x057A	0x0E81      	MOVLW       129
0x057C	0x6F03      	MOVWF       __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,4427 :: 		
0x057E	0xD019      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request222
;__Lib_USB_genHID.c,4428 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request228:
0x0580	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,4429 :: 		
0x0582	0x0E80      	MOVLW       128
0x0584	0x6F03      	MOVWF       __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,4430 :: 		
0x0586	0xF0B1C422  	MOVFF       1058, __Lib_USB_genHID_active_protocol
;__Lib_USB_genHID.c,4431 :: 		
0x058A	0xD013      	BRA         L___Lib_USB_genHID_USB_Check_HID_Request222
;__Lib_USB_genHID.c,4432 :: 		
L___Lib_USB_genHID_USB_Check_HID_Request221:
0x058C	0x0104      	MOVLB       4
0x058E	0x5121      	MOVF        1057, 0, 1
0x0590	0x0A01      	XORLW       1
0x0592	0xE0D6      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request223
0x0594	0x5121      	MOVF        1057, 0, 1
0x0596	0x0A09      	XORLW       9
0x0598	0xE0D4      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request224
0x059A	0x5121      	MOVF        1057, 0, 1
0x059C	0x0A02      	XORLW       2
0x059E	0xE0D2      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request225
0x05A0	0x5121      	MOVF        1057, 0, 1
0x05A2	0x0A0A      	XORLW       10
0x05A4	0xE0DB      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request226
0x05A6	0x5121      	MOVF        1057, 0, 1
0x05A8	0x0A03      	XORLW       3
0x05AA	0xE0DE      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request227
0x05AC	0x5121      	MOVF        1057, 0, 1
0x05AE	0x0A0B      	XORLW       11
0x05B0	0xE0E7      	BZ          L___Lib_USB_genHID_USB_Check_HID_Request228
L___Lib_USB_genHID_USB_Check_HID_Request222:
;__Lib_USB_genHID.c,4434 :: 		
L_end_USB_Check_HID_Request:
0x05B2	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Check_HID_Request
__Lib_USB_genHID_USB_CtrlTrf_Tx_Service:
;__Lib_USB_genHID.c,3843 :: 		
;__Lib_USB_genHID.c,3850 :: 		
0x05B4	0x0E00      	MOVLW       0
0x05B6	0x0101      	MOVLB       1
0x05B8	0x5D05      	SUBWF       __Lib_USB_genHID_inPipes+5, 0, 1
0x05BA	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service314
0x05BC	0x0E08      	MOVLW       8
0x05BE	0x5D04      	SUBWF       __Lib_USB_genHID_inPipes+4, 0, 1
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service314:
0x05C0	0xE210      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service176
;__Lib_USB_genHID.c,3851 :: 		
0x05C2	0xF003C104  	MOVFF       __Lib_USB_genHID_inPipes+4, R3
0x05C6	0xF004C105  	MOVFF       __Lib_USB_genHID_inPipes+5, R4
;__Lib_USB_genHID.c,3853 :: 		
0x05CA	0x5130      	MOVF        __Lib_USB_genHID_shortPacketStatus, 0, 1
0x05CC	0x0A00      	XORLW       0
0x05CE	0xE103      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service177
;__Lib_USB_genHID.c,3854 :: 		
0x05D0	0x0E01      	MOVLW       1
0x05D2	0x6F30      	MOVWF       __Lib_USB_genHID_shortPacketStatus, 1
;__Lib_USB_genHID.c,3855 :: 		
0x05D4	0xD005      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service178
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service177:
0x05D6	0x5130      	MOVF        __Lib_USB_genHID_shortPacketStatus, 0, 1
0x05D8	0x0A01      	XORLW       1
0x05DA	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service179
;__Lib_USB_genHID.c,3856 :: 		
0x05DC	0x0E02      	MOVLW       2
0x05DE	0x6F30      	MOVWF       __Lib_USB_genHID_shortPacketStatus, 1
;__Lib_USB_genHID.c,3857 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service179:
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service178:
;__Lib_USB_genHID.c,3858 :: 		
0x05E0	0xD004      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service180
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service176:
;__Lib_USB_genHID.c,3859 :: 		
0x05E2	0x0E08      	MOVLW       8
0x05E4	0x6E03      	MOVWF       R3 
0x05E6	0x0E00      	MOVLW       0
0x05E8	0x6E04      	MOVWF       R4 
;__Lib_USB_genHID.c,3860 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service180:
;__Lib_USB_genHID.c,3866 :: 		
0x05EA	0xFFE1C129  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x05EE	0xFFE2C12A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x05F2	0x92E6      	BCF         POSTINC1, 1 
;__Lib_USB_genHID.c,3867 :: 		
0x05F4	0xFFE1C129  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x05F8	0xFFE2C12A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x05FC	0x90E6      	BCF         POSTINC1, 0 
;__Lib_USB_genHID.c,3869 :: 		
0x05FE	0xFFE9C129  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0L
0x0602	0xFFEAC12A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR0H
0x0606	0xF000CFEE  	MOVFF       POSTINC0, R0
0x060A	0xFFE1C129  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x060E	0xFFE2C12A  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0612	0x5004      	MOVF        R4, 0 
0x0614	0x1000      	IORWF       R0, 0 
0x0616	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3870 :: 		
0x0618	0x0E01      	MOVLW       1
0x061A	0x2529      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x061C	0x6EE1      	MOVWF       FSR1L 
0x061E	0x0E00      	MOVLW       0
0x0620	0x212A      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0622	0x6EE2      	MOVWF       FSR1H 
0x0624	0xFFE6C003  	MOVFF       R3, POSTINC1
;__Lib_USB_genHID.c,3875 :: 		
0x0628	0x5003      	MOVF        R3, 0 
0x062A	0x5D04      	SUBWF       __Lib_USB_genHID_inPipes+4, 0, 1
0x062C	0x6E00      	MOVWF       R0 
0x062E	0x5004      	MOVF        R4, 0 
0x0630	0x5905      	SUBWFB      __Lib_USB_genHID_inPipes+5, 0, 1
0x0632	0x6E01      	MOVWF       R1 
0x0634	0xF104C000  	MOVFF       R0, __Lib_USB_genHID_inPipes+4
0x0638	0xF105C001  	MOVFF       R1, __Lib_USB_genHID_inPipes+5
;__Lib_USB_genHID.c,3877 :: 		
0x063C	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x063E	0x6F31      	MOVWF       __Lib_USB_genHID_pDst, 1
0x0640	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0642	0x6F32      	MOVWF       __Lib_USB_genHID_pDst+1, 1
;__Lib_USB_genHID.c,3879 :: 		
0x0644	0xB103      	BTFSC       __Lib_USB_genHID_inPipes+3, 0, 1
0x0646	0xD02F      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service181
;__Lib_USB_genHID.c,3881 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service182:
0x0648	0x5003      	MOVF        R3, 0 
0x064A	0x1004      	IORWF       R4, 0 
0x064C	0xE02B      	BZ          L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service183
;__Lib_USB_genHID.c,3882 :: 		
0x064E	0xFFF6C100  	MOVFF       __Lib_USB_genHID_inPipes, 4086
0x0652	0xFFF7C101  	MOVFF       __Lib_USB_genHID_inPipes+1, TBLPTRH
0x0656	0xFFF8C102  	MOVFF       __Lib_USB_genHID_inPipes+2, TBLPTRU
0x065A	0x0009      	TBLRD*+
0x065C	0xF000CFF5  	MOVFF       TABLAT, R0
0x0660	0xFFE1C131  	MOVFF       __Lib_USB_genHID_pDst, FSR1L
0x0664	0xFFE2C132  	MOVFF       __Lib_USB_genHID_pDst+1, FSR1H
0x0668	0xFFE6C000  	MOVFF       R0, POSTINC1
0x066C	0x4B31      	INFSNZ      __Lib_USB_genHID_pDst, 1, 1
0x066E	0x2B32      	INCF        __Lib_USB_genHID_pDst+1, 1, 1
0x0670	0x0E01      	MOVLW       1
